Field,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),UWI,Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cumulative Marketable Production (e3m3),Initial Est Mkt Gas Reserves Associated And Nonassociated (e3m3),Initial Established Marketable Gas Reserves Solution (e3m3),Initial Established Marketable Gas Reserves Total (e3m3),Initial Gas In Place Associated And Non Associated Gas (e3m3),Initial Gas In Place Solution Gas (e3m3),Initial Gas In Place Total Gas (e3m3),Initial Producible Gas Associated And Non Associated Gas (e3m3),Initial Producible Gas Cumulative Raw Production (e3m3),Initial Producible Gas Solution Gas (e3m3),Initial Producible Gas Total Gas (e3m3),Remaining Energy Content (TJ),Remaining Established Marketable Gas (e3m3)
PROVOST,DEVELOPMENT,Vertical,,PROVOST COMMINGLED MFP9515,,19730718,844.3,0,100/06-10-037-02W4/00,,,2,,20230501,Pumping Gas,414.2,255.8,PRIMARY,,655.6,653.2,817.8,WINTERBURN GRP,639575.56,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,9490.695,5.6608295,,0.9,1508.9,19730722,666,1616.65,0.69,0.83,5.22,0.18,1.45,279.42,1.08,,0,0,,,2,,,0046482,1,0,,105041.5,3709505.5,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEEPER-POOLTEST,Vertical,,PROVOST COMMINGLED MFP9515,,19730813,996.7,0,100/06-05-037-05W4/00,,,3,,20110701,Suspended Gas,366.7,404.1,PRIMARY,,791,788.2,962.3,WINTERBURN GRP,77585.71,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,345.3106,0,,0,54.9,19730816,766.9,342.1,,0.1,13.67,,2,58.98,2.36,,0,0,,,2,,,0046803,2,0,,12742.5,449997.16,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEEPER-POOLTEST,Vertical,,PROVOST COMMINGLED MFP9515,,19730915,838.2,0,100/06-14-037-02W4/00,,,2,,20210401,Suspended Gas,441.6,225.3,PRIMARY,,669,667.2,823.6,WINTERBURN GRP,122890.21,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,970.5178,1.2579621,,0.2,154.3,19730917,662.9,370.89,0.01,0.21,2.34,0.04,0.4,63.96,0.44,,0,0,,,2,,,0046941,1,0,,20183,712755.94,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
HAIRY HILL,NEW POOL WILDCAT,Vertical,,HAIRY HILL COLONY W,,19730824,659.9,0,100/07-32-055-14W4/00,,,2,,19840301,Abandoned Zone Gas,437.5,174.2,PRIMARY,,516.9,514.5,657.5,CAMROSE TONGUE =DOL=,53902.97,COLONY W,YES,BWL,AB5,Lloydminster,0,33903.34,0,20000107,0,5390.2,19730827,608.1,949.7,,0.06,16.07,,12.4,163.74,2.77,,0,0,,,,,,0046983,11,0,,8852.9,312637.22,,0,5680,,5922,5977,8776,,8776,6227,5922,,6227,9085,242
HAIRY HILL,NEW POOL WILDCAT,Vertical,,HAIRY HILL COMMINGLED MFP9503,,19730824,659.9,0,100/07-32-055-14W4/02,,,5,,19840401,Abandoned Gas,437.5,174.2,PRIMARY,,477.3,472.4,657.5,CAMROSE TONGUE =DOL=,72339.055,VIKING N,YES,BWL,AB5,Lloydminster,0,205.67682,0,20000107,0,32.7,19730827,608.1,640.96,,0.08,6.87,,0.05,110.51,1.18,,0,0,,,,,,0046983,11,0,,11880.8,419566.5,,0,5680,,5922,5977,8776,,8776,6227,5922,,6227,9085,242
PROVOST,DEEPER-POOLTEST,Vertical,,PROVOST COMMINGLED MFP9515,,19730912,899.2,0,100/06-13-037-03W4/00,,,1,,20060901,Abandoned Gas,377.8,344.9,PRIMARY,,709.9,708.7,883.3,WINTERBURN GRP,168359.62,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,756.66425,0,20190423,0,120.3,19730915,719.3,523.47,,0.06,0.73,,1.35,90.25,0.13,,0,0,,,2,,,0047142,6,0,,27651,976485.9,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,,PROVOST COMMINGLED MFP9515,,19731019,913.2,0,100/13-06-036-09W4/00,,,4,,19860301,Abandoned Crude Oil,368.8,422.8,PRIMARY,,887.6,883.9,893.7,HAMILTON LAKE MBR,28996.371,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,0,2627.883,19931215,417.8,0,19731021,788.2,348.79,11.75,,10.24,1.04,,71.89,2.81,,0,0,,,2,,,0047614,2,0,,4330.7,152937.23,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
BEAVERHILL LAKE,NEW POOL WILDCAT,Vertical,,BEAVERHILL LAKE COMMINGLED MFP9509,,19731108,1085.1,0,100/10-07-049-17W4/00,,,3,,,Abandoned Gas,343.59,375.1,PRIMARY,,819.6,816.6,1053.1,NISKU FM,,LOWER VIKING A,YES,BWL,AB5,Calgary/Edmonton,,,,20001103,,,19731111,715.7,,,,,,,,,,,,,,,,,0047917,4,,,,,,,6771,2,7039,7144,9262,3,9265,7422,7037,2,7424,10085,268
SWAN HILLS,DEVELOPMENT,Vertical,,SWAN HILLS COMMINGLED POOL 001,INJECTION,19740121,2298.2,0,100/06-23-069-10W5/00,,,8,20090801,19911001,Abandoned Water Injection,407.44,455.5,WATER FLOOD,Waterflood,2256.1,2248.5,2283,WATT MTN FM,262572.84,BEAVERHILL LAKE A,,BWL,AB5,Athabasca/Peace River,0,0,240563.88,20091209,38246.6,0,19740207,862,63.54,129.68,,13.51,18.47,,140.64,20.8,,0,296173.5,0,,10,20226,95,0048501,5,0,0,3614.7,127651.93,,1862875.2,11293,11616,11694,16079,131,43716,43847,81,78,16542,16623,16743,401
PENDANT D'OREILLE,NEWPOOLWILDCATIEW,Vertical,,,,19740506,1042.4,0,100/06-18-003-06W4/00,,,,,,Abandoned,542.5,382.3,PRIMARY,,,,1026.3,LIVINGSTONE FM,,,YES,BWL,AB3,Medicine Hat,,,,19930611,,,19740511,921.1,,,,,,,,,,,,,,,,,0049613,11,,,,,,,10988,,11769,11567,18995,,18995,12383,11769,,12383,27530,781
RANFURLY,DEVELOPMENT,Vertical,,,,19740727,762,0,100/10-08-050-12W4/02,,,,,,Abandoned Zone,428.5,222.2,PRIMARY,,,,748,WOODBEND GRP,,,,BWL,AB4,Medicine Hat,,,,20020729,,,19740729,646.8,,,,,,,,,,,,,,,,,0050486,4,,,,,,,863,,872,909,1357,,1357,918,872,,918,338,9
RANFURLY,DEVELOPMENT,Vertical,,RANFURLY COMMINGLED POOL 003,,19740727,762,0,100/10-08-050-12W4/00,,,3,,19800301,Abandoned Zone Gas,428.5,222.2,PRIMARY,,723,719.9,748,WOODBEND GRP,20598.193,UPPER MANNVILLE A,,BWL,AB4,Medicine Hat,0,0,0,20020729,0,0,19740729,646.8,369.36,,,56,,,63.68,9.66,,0,0,,,,,,0050486,4,0,,3383,119469.516,,0,863,,872,909,1357,,1357,918,872,,918,338,9
RANFURLY,DEVELOPMENT,Vertical,,,,19740727,762,0,100/10-08-050-12W4/03,,,,,,Abandoned,428.5,222.2,PRIMARY,,,,748,WOODBEND GRP,,,,BWL,AB4,Medicine Hat,,,,20020729,,,19740729,646.8,,,,,,,,,,,,,,,,,0050486,4,,,,,,,863,,872,909,1357,,1357,918,872,,918,338,9
PEMBINA,NEW POOL WILDCAT,Vertical,,,,19740806,909.8,0,100/10-21-048-02W5/00,,,,,,Abandoned,242.81,571.3,PRIMARY,,,,894.6,LEA PARK FM,,,YES,BWL,AB5,Calgary/Edmonton,,,,19941202,,,19740808,809.9,,,,,,,,,,,,,,,,,0050557,1,,,,,,,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
OKOTOKS,DEVELOPMENT,Vertical,,OKOTOKS WABAMUN B,,19750114,2621.3,0,102/10-02-022-29W4/00,,,26,,19840801,Abandoned Gas,634.9,384.4,PRIMARY,,2583.5,2557.3,2557.3,CROSSFIELD MBR,2825.7822,WABAMUN B,,BWL,AB2,Calgary/Edmonton,0,0,0,19980701,0,0,19750227,1015,1094.62,,,26.29,,,188.73,4.53,,0,0,,,,,,0052366,3,0,,464.1,16389.537,,0,7460,4,7986,14197,42107,7,42114,15105,7982,4,15109,19930,526
PROVOST,DEVELOPMENT,Vertical,,PROVOST COMMINGLED MFP9515,,19750315,701,0,100/06-09-038-03W4/00,,,2,,20230401,Pumping Gas,377.8,296.4,PRIMARY,,663.5,661.7,661.1,PROVOST MBR,261521.48,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,2906.5215,16.982489,,2.7,462.1,19750317,670.3,605.27,0.41,0.04,0.2,0.05,0.28,104.76,0.08,,0,0,,,2,,,0053214,1,0,,42948.9,1516726.1,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
RED WILLOW,DEVELOPMENT,Vertical,,RED WILLOW COMMINGLED POOL 004,,19750321,1167.4,0,100/06-02-039-16W4/00,,,7,,20180101,Abandoned Gas,510.7,296.1,PRIMARY,,1010.1,1003.1,1160.67,BIG VALLEY FM,156554.19,VIKING C,YES,BWL,AB5,Calgary/Edmonton,0,7586.7695,0,20190222,0,1206.2,19750326,802.8,270.12,,0.84,28.17,,1.39,46.57,4.86,,0,0,,,,,,0053373,2,0,,25712.1,908014.25,,0,2308,92,2471,2483,3678,157,3835,2552,2379,100,2652,6199,163
KAKWA,NEWFLDWILDCATIEW,Vertical,,,,19750404,5370,0,100/02-20-061-07W6/00,,,,,,Abandoned,,,PRIMARY,,,,5349.2,GILWOOD MBR,,,YES,BWL,AB2,Drayton Valley/Grande Prairie,,,,19760319,,,19751006,1056.1,,,,,,,,,,,,,,,,,0053385,6,,,,,,,77285,5076,92480,84250,169038,8855,177893,94984,87404,5764,100748,613886,15195
HERRONTON,NEWFLDWILDCATIEW,Vertical,,,,19750523,1066.8,0,100/11-12-021-27W4/00,,,,,,Abandoned,368.29,672.9,PRIMARY,,,,1051.6,PAKOWKI,,,,BWL,AB2,Calgary/Edmonton,,,,19750601,,,19750530,1037.5,,,,,,,,,,,,,,,,,0053612,,,,,,,,11578,1138,12509,12432,29698,2335,32033,12196,11371,1258,13454,35763,931
PROVOST,DEVELOPMENT,Vertical,,PROVOST COMMINGLED MFP9515,,19750712,918.4,0,100/10-16-034-09W4/00,,,2,,19860301,Abandoned Crude Oil,366.9,411.9,PRIMARY,Waterflood,892.8,890.6,890.3,HAMILTON LAKE MBR,20950.412,BELLY RIVER DD,YES,BWL,AB3,Medicine Hat,0,23969.21,7570.416,19901023,1203.6,3810.8,19750715,775.4,348.11,2.66,2.17,0.98,1.68,10.22,62.68,1.85,,0,0,,,2,,,0053655,1,0,,2197.5,77603.98,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
TWINING,DEVELOPMENT,Horizontal,,TWINING COMMINGLED POOL 001,,19750618,2457,1702.74,100/13-03-031-24W4/03,19920728,,814,,19921201,Abandoned Crude Oil,338.4,569.9,PRIMARY,,2457,1642.8,1641,PEKISKO FM,891.99976,UPPER MANNVILLE O,,BWL,AB3,Calgary/Edmonton,0,5182.804,0,20220510,0,824,19920726,904.3,56.17,,60.86,32.7,,23.91,9.68,5.64,,0,0,,,13,,,0053930,9,0,,146.5,5173.5986,,0,14263,4708,17327,15758,19583,8239,27822,13819,12619,5276,19095,120360,3064
TWINING,DEVELOPMENT,Vertical,,TWINING VIKING B,,19750618,1720.6,0,100/06-10-031-24W4/02,,,3,,19790201,Abandoned Zone Gas,338.4,569.9,PRIMARY,,1450.8,1447.5,1703.2,BANFF FM,30539.646,VIKING B,YES,BWL,AB3,Calgary/Edmonton,0,4477.7163,0,20220510,0,711.9,19750629,904.3,354.28,,3.99,19.97,,1.94,62.42,5.73,2.29,716.4094,0,,,,,,0053930,7,113.9,,4898.1,172974.77,1.34,0,14263,4708,17327,15758,19583,8239,27822,13819,12619,5276,19095,120360,3064
TWINING,DEVELOPMENT,Vertical,,TWINING COMMINGLED POOL 001,,19750618,1720.6,0,100/06-10-031-24W4/00,,,33,,19901101,Abandoned & Whipstocked Crude Oil,338.4,569.9,PRIMARY,,1695,1662.4,1703.2,BANFF FM,75650.89,UPPER MANNVILLE O,YES,BWL,AB3,Calgary/Edmonton,0,15191.151,41716.54,20220510,6632.4,2415.2,19750629,904.3,175.08,41.56,34.79,23.13,9.41,0.38,71.75,13.4,,0,0,,,13,,,0053930,7,0,,5573.3,196819.23,,0,14263,4708,17327,15758,19583,8239,27822,13819,12619,5276,19095,120360,3064
HAIRY HILL,DEEPER-POOLTEST,Vertical,,HAIRY HILL CAMROSE A,,19750720,660.5,0,100/10-23-055-14W4/00,,,5,,19781001,Abandoned Zone Gas,420.1,190.7,PRIMARY,,644.3,639.8,646.2,IRETON FM,330187.25,CAMROSE A,,BWL,AB5,Lloydminster,0,1213.9335,0,19971011,0,193,19750724,607.2,4076.85,,0.82,330.69,,0.12,702.91,57.02,,0,0,,,,,,0054122,16,0,,54229.2,1915086.1,,0,5680,,5922,5977,8776,,8776,6227,5922,,6227,9085,242
HAIRY HILL,DEEPER-POOLTEST,Vertical,,HAIRY HILL COMMINGLED POOL 005,,19750720,660.5,0,100/10-23-055-14W4/02,,,14,,19830601,Abandoned Zone Gas,420.1,190.7,PRIMARY,,620.5,606.6,646.2,IRETON FM,704681.6,UPPER MANNVILLE SS,,BWL,AB5,Lloydminster,0,914.5385,0,19971011,0,145.4,19750724,607.2,3004.36,,0.49,1139.01,,1.05,517.99,196.38,,0,0,,,,,,0054122,16,0,,115735.3,4087153.5,,0,5680,,5922,5977,8776,,8776,6227,5922,,6227,9085,242
HAIRY HILL,DEEPER-POOLTEST,Vertical,,,,19750720,660.5,0,100/10-23-055-14W4/03,,,,,,Abandoned,420.1,190.7,PRIMARY,,,,646.2,IRETON FM,,,,BWL,AB5,Lloydminster,,,,19971011,,,19750724,607.2,,,,,,,,,,,,,,,,,0054122,16,,,,,,,5680,,5922,5977,8776,,8776,6227,5922,,6227,9085,242
LEAHURST,NEW POOL WILDCAT,Vertical,,,,19750708,1300,0,100/11-34-039-18W4/00,,,2,,20000501,Abandoned Zone Gas,488.09,286.1,PRIMARY,,1215.5,1213.7,1287.2,WABAMUN GRP,2070.1702,,YES,BWL,AB5,Calgary/Edmonton,0,0,0,20190223,0,0,19750714,770.2,203.27,,,24.49,,,35.05,4.22,,0,0,,,,,,0054124,3,0,,340,12006.986,,0,2736,126,2975,2985,4616,334,4950,3100,2849,143,3243,9470,239
LEAHURST,NEW POOL WILDCAT,Vertical,,LEAHURST VIKING F,,19750708,1300,0,100/11-34-039-18W4/02,,,1,,19960601,Abandoned Gas,488.09,286.1,PRIMARY,,1068,1066.8,1287.2,WABAMUN GRP,4967.7993,VIKING F,YES,BWL,AB5,Calgary/Edmonton,0,0,0,20190223,0,0,19750714,770.2,104.81,,,60.85,,,18.07,10.49,,0,0,,,,,,0054124,3,0,,815.9,28813.236,,0,2736,126,2975,2985,4616,334,4950,3100,2849,143,3243,9470,239
PROVOST,DEEPER-POOLTESTIEW,Vertical,,PROVOST COMMINGLED MFP9515,,19750804,877.2,0,100/01-20-038-04W4/00,,,2,,20230501,Pumping Gas,370.6,320.4,PRIMARY,,685.5,684,860.5,WOODBEND GRP,197917.38,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,630.239,18.240452,,2.9,100.2,19750807,686.7,416,0.45,0.04,5.18,0.05,0.07,72.17,0.94,,0,0,,,2,,,0054200,1,0,,32502.5,1147815,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEEPER-POOLTEST,Vertical,,,,19750716,1077.5,0,100/06-16-036-09W4/02,,,90,,,Abandoned,368.6,432.7,PRIMARY,,1031.7,942.1,1073.5,WINTERBURN GRP,,,YES,BWL,AB4,Medicine Hat,,,,20001027,,,19750720,797.7,,,,,,,,,,,,,,,,,0054224,5,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEEPER-POOLTEST,Vertical,,PROVOST COMMINGLED MFP9515,,19750716,1077.5,0,100/06-16-036-09W4/00,,,3,,20001001,Abandoned Zone Crude Oil,368.6,432.7,PRIMARY,,896.1,893.1,1073.5,WINTERBURN GRP,1927.7667,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,245.9316,1925.9401,20001027,306.2,39.1,19750720,797.7,3.53,10.61,0.52,0.11,3.3,1.77,11.22,3.32,,0,0,,,2,,,0054224,5,0,,0.3,10.5944,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
ATLEE-BUFFALO,DEVELOPMENT,Vertical,,ATLEE-BUFFALO COMMINGLED MFP9501,,19751009,442.6,0,100/16-29-021-05W4/00,,,90,,20190601,Suspended Gas,441,258.8,PRIMARY,,432.8,342.6,430.4,MEDICINE HAT SD,37923.082,BELLY RIVER I,YES,BWL,AB3,Medicine Hat,0,18.869432,0,,0,3,19751011,696.8,116.4,,0.15,0.95,,0.04,20.07,0.16,,0,0,,,,,,0054286,13,0,,6228.4,219953.88,,0,9725,458,10139,10235,26824,852,27676,10183,9681,485,10668,15139,414
ENTICE,NEWFLDWILDCATIEW,Vertical,,ENTICE TEMP COMMINGLED CODE,,19750912,1792.2,0,100/06-16-023-25W4/00,,,3,,20100801,Abandoned Zone  Commingled,421.29,551,PRIMARY,,883.1,880.1,1777.6,SHUNDA FM,663980.9,,YES,BWL,AB3,Calgary/Edmonton,0,1035.9319,0,20210727,0,164.7,19750923,968.7,1075.13,,0.07,34.62,,0.33,185.37,5.97,,0,0,,,,,,0054759,11,0,,109050.7,3851089.2,,0,30715,605,42210,33209,119070,1190,120260,44681,41605,675,45356,425027,11495
ENTICE,NEWFLDWILDCATIEW,Vertical,,ENTICE TEMP COMMINGLED CODE,,19750912,1792.2,0,100/06-16-023-25W4/02,,,3,,20110201,Abandoned Coalbed Methane-Coals Only,421.29,551,PRIMARY,,883.1,880.1,1777.6,SHUNDA FM,1.2177471,,YES,BWL,AB3,Calgary/Edmonton,0,31.449055,0,20210727,0,5,19750923,968.7,0.22,,6.71,0.11,,0.53,0.04,0.02,,0,0,,,,,,0054759,11,0,,0.2,7.0629334,,0,30715,605,42210,33209,119070,1190,120260,44681,41605,675,45356,425027,11495
GLEICHEN,NEW POOL WILDCAT,Vertical,,GLEICHEN COMMINGLED MFP9501,,19751121,1528.6,0,100/07-15-022-21W4/00,,,684,,20211201,Abandoned Gas,399.9,562,PRIMARY,,878.1,194.2,1516.1,PEKISKO FM,48743.414,EDMONTON A,YES,BWL,AB3,Calgary/Edmonton,0,145.29463,0,20220115,0,23.1,19751207,958,,,,,,,,,,1.2579621,0,,,,,,0055455,17,0.2,,8005.3,282704.5,,0,1369,1,1456,1445,5830,2,5832,1534,1455,1,1535,3227,87
MARKERVILLE,NEWPOOLWILDCATIEW,Vertical,,MARKERVILLE PEKISKO A,,19760106,2316.5,0,100/10-06-036-02W5/00,,,12,,20230501,Flowing Gas,398.7,552.3,PRIMARY,,2265.3,2253.7,2276.9,BANFF FM,1955552.1,PEKISKO A,YES,BWL,AB2,Calgary/Edmonton,0,31522.645,0,,0,5011.7,19760123,947,4378.61,,1.07,80.42,,0.08,761.26,14.6,0.73,11105.919,0,,,,,,0056372,1,1765.7,,319351.4,11277788,6.32,0,4460,28,4937,4986,7661,47,7708,5486,4909,31,5517,19502,477
MEDICINE HAT,DEVELOPMENT,Vertical,,MEDICINE HAT COMMINGLED MFP9501,,19760128,483.1,0,100/14-29-015-02W4/00,,,41,,20020601,Abandoned Gas,536.2,267.6,PRIMARY,,457.8,417,368.8,MILK RIVER FM,56933.332,BELLY RIVER OO,YES,BWL,AB3,Medicine Hat,0,301.91092,0,20021101,0,48,19760129,800.4,240.83,,0.61,3.25,,0.24,41.52,0.56,,0,0,,,,,,0056648,8,0,,9350.6,330213.3,,0,137721,543,165155,144990,274778,2851,277629,173272,164612,597,173869,999918,27434
HAIRY HILL,DEVELOPMENT,Vertical,,HAIRY HILL UPPER MANNVILLE E,,19760229,740.7,0,100/10-26-055-13W4/00,,,1,,19800501,Abandoned Zone Gas,402.4,221.2,PRIMARY,,592.2,591.3,691.9,WOODBEND GRP,78673.164,UPPER MANNVILLE E,YES,BWL,AB5,Lloydminster,0,149.06851,0,19981203,0,23.7,19760303,620.3,954.67,,0.18,67.79,,0.08,164.6,11.69,,0,0,,,,,,0057049,9,0,,12921.1,456304.34,,0,5680,,5922,5977,8776,,8776,6227,5922,,6227,9085,242
HAIRY HILL,DEVELOPMENT,Vertical,,,,19760229,740.7,0,100/10-26-055-13W4/02,,,,,,Abandoned Zone,402.4,221.2,PRIMARY,,,,691.9,WOODBEND GRP,,,YES,BWL,AB5,Lloydminster,,,,19981203,,,19760303,620.3,,,,,,,,,,,,,,,,,0057049,9,,,,,,,5680,,5922,5977,8776,,8776,6227,5922,,6227,9085,242
HAIRY HILL,DEVELOPMENT,Vertical,,HAIRY HILL VIKING K,,19760229,740.7,0,100/10-26-055-13W4/03,,,4,,19830901,Abandoned Crude Oil,402.4,221.2,PRIMARY,,486.4,482.3,691.9,WOODBEND GRP,543.63055,VIKING K,YES,BWL,AB5,Lloydminster,0,94.34716,244.67365,19981203,38.9,15,19760303,620.3,67.01,9.46,3.65,57.8,8.16,3.14,21.01,18.13,,0,0,,3,2,4519,22,0057049,9,0,,49.1,1733.9502,,0,5680,,5922,5977,8776,,8776,6227,5922,,6227,9085,242
TWEEDIE,DEVELOPMENT,Vertical,,TWEEDIE GRAND RAPIDS V,,19760228,499.9,0,100/06-09-069-12W4/00,,,1,,19800601,Abandoned Gas,465.1,121.9,PRIMARY,,296.9,295.7,464.8,IRETON FM,8536.407,GRAND RAPIDS V,,BWL,AB6,Lloydminster,0,24.530262,0,19990316,0,3.9,19760301,583.7,68.97,,0.04,34.59,,0.02,11.89,5.96,,0,0,,,,,,0057270,3,0,,1402,49511.164,,0,9534,,9780,10035,14291,,14291,10289,9780,,10289,9127,246
PROVOST,DEEPER-POOLTEST,Vertical,,PROVOST COMMINGLED MFP9515,,19760516,842.8,0,100/06-14-038-03W4/00,,,101,,20160101,Abandoned Zone Gas,377,309.4,PRIMARY,,765.2,664.5,815,LOWER MANNVILLE FM,88644.76,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,991.2742,21.385357,20190113,3.4,157.6,19760519,682.8,319.82,0.07,0.82,31.59,0.12,0.49,55.21,5.57,,0,0,,,2,,,0057405,3,0,,14555.3,514015.56,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEEPER-POOLTEST,Vertical,,PROVOST COMMINGLED MFP9515,,19760516,842.8,0,100/06-14-038-03W4/02,,,5,,20151101,Abandoned Crude Oil,377,309.4,PRIMARY,,765.2,760.5,815,LOWER MANNVILLE FM,1150.0725,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,386.82336,435.2549,20190113,69.2,61.5,19760519,682.8,50.3,4.65,6.77,41.29,4.14,2.13,13.32,11.26,,0,0,,,2,,,0057405,3,0,,117.4,4145.942,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,,PROVOST COMMINGLED MFP9515,,19760504,853.4,0,100/06-12-038-03W4/00,,,2,,20150101,Abandoned Gas,378.5,315.2,PRIMARY,,677,674.8,832.1,LOWER MANNVILLE FM,77413.96,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,756.66425,0,20190122,0,120.3,19760508,690.1,430.53,,0.97,6.41,,0.85,74.5,1.16,0.05,36.480904,0,,,2,,,0057439,1,5.8,,12708.3,448789.38,0.27,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
CAROLINE,DEVELOPMENT,Vertical,,CAROLINE COMMINGLED POOL 003,,19760604,2699.9,0,100/16-09-035-06W5/00,,,8,,19900501,Abandoned Crude Oil,92.87,1090.9,PRIMARY,,2655.7,2647.5,2647.5,VIKING SANDSTONE,91096.23,FIRST WHITE SPECKS A,YES,BWL,AB2,Calgary/Edmonton,0,120.13538,43222.32,20000218,6871.8,19.1,19760701,1179.9,313.04,19.34,1.29,30.63,1.08,1.94,73.31,6.36,,0,0,,11839,3,22007,89,0058349,4,0,,7862.7,277668.62,,0,49703,7399,54193,77126,113917,16490,130407,74333,46794,8350,82683,186475,4490
PROVOST,DEEPER-POOLTEST,Vertical,,PROVOST LOWER MANNVILLE SS,,19760615,1100.3,0,100/11-01-037-09W4/00,,,1,,19930701,Abandoned Zone Gas,348.3,494.5,PRIMARY,,1054.2,1053.5,1089.4,WINTERBURN GRP,166908.08,LOWER MANNVILLE SS,,BWL,AB4,Medicine Hat,0,33073.082,0,19930723,0,5258.2,19760620,838.8,1272.27,,20.05,72.93,,14.19,219.36,12.57,,0,0,,,,,,0058620,2,0,,27412.6,968066.8,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEEPER-POOLTEST,Vertical,,PROVOST COMMINGLED MFP9515,,19760615,1100.3,0,100/11-01-037-09W4/02,,,1,,19890801,Abandoned Gas,348.3,494.5,PRIMARY,,918,917,1089.4,WINTERBURN GRP,245.98492,BELLY RIVER DD,,BWL,AB4,Medicine Hat,0,0,0,19930723,0,0,19760620,838.8,14.01,,,0.5,,,2.42,0.09,,0,0,,,2,,,0058620,2,0,,40.4,1426.7125,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
VIKING-KINSELLA,DEVELOPMENT,Vertical,,VIKING-KINSELLA D-2 D,,19760727,797.1,0,100/10-34-049-12W4/00,,,6,,19910401,Abandoned Gas,440.9,233.6,PRIMARY,,744.9,738.8,768.1,WOODBEND GRP,363925.56,D-2 D,,BWL,AB4,Medicine Hat,0,16222.051,0,19940626,0,2579.1,19760729,670.9,305.77,,1.69,129.24,,44.03,52.72,22.28,,0,0,,,,,,0059155,2,0,,59770.3,2110768.2,,0,54202,881,56399,57069,71108,1995,73103,58436,55518,935,59371,81016,2197
