Field,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),UWI,Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cumulative Marketable Production (e3m3),Initial Est Mkt Gas Reserves Associated And Nonassociated (e3m3),Initial Established Marketable Gas Reserves Solution (e3m3),Initial Established Marketable Gas Reserves Total (e3m3),Initial Gas In Place Associated And Non Associated Gas (e3m3),Initial Gas In Place Solution Gas (e3m3),Initial Gas In Place Total Gas (e3m3),Initial Producible Gas Associated And Non Associated Gas (e3m3),Initial Producible Gas Cumulative Raw Production (e3m3),Initial Producible Gas Solution Gas (e3m3),Initial Producible Gas Total Gas (e3m3),Remaining Energy Content (TJ),Remaining Established Marketable Gas (e3m3)
WAINWRIGHT,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,INJECTION,19750820,646.5,0,1B0/06-30-045-05W4/00,,,9,20160501,,Abandoned Zone Water Injection,457.6,180.7,WATER FLOOD,Waterflood,626.1,617.2,570,MANNVILLE GRP,0,SPARKY Z,,BWL,AB4,Medicine Hat,0,0,0,,0,0,19750824,635.2,,,,,,,,,,0,425018.38,0,,3,4046,24,0054374,4,0,0,0,0,,2673285.2,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
WAINWRIGHT,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,,19750807,645.9,0,1B0/11-30-045-05W4/00,,,6,,20041101,Abandoned Crude Oil,460.2,178.7,WATER FLOOD,Waterflood,623.6,617.2,616,SPARKY MBR,57735.332,SPARKY Z,YES,BWL,AB4,Medicine Hat,0,1122356.4,49866.25,20210816,7928.1,178440.4,19750812,635.5,2.83,30.65,20.21,1.22,1.61,51.6,31.14,1.82,,0,0,,,3,4046,24,0054376,2,0,,1292.4,45640.676,,0,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
ENTICE,NEWFLDWILDCATIEW,Vertical,,ENTICE TEMP COMMINGLED CODE,,19750912,1792.2,0,100/06-16-023-25W4/00,,,3,,20100801,Abandoned Zone  Commingled,421.29,551,PRIMARY,,883.1,880.1,1777.6,SHUNDA FM,663980.9,,YES,BWL,AB3,Calgary/Edmonton,0,1035.9319,0,20210727,0,164.7,19750923,968.7,1075.13,,0.07,34.62,,0.33,185.37,5.97,,0,0,,,,,,0054759,11,0,,109050.7,3851089.2,,0,30715,605,42210,33209,119070,1190,120260,44681,41605,675,45356,425027,11495
ENTICE,NEWFLDWILDCATIEW,Vertical,,ENTICE TEMP COMMINGLED CODE,,19750912,1792.2,0,100/06-16-023-25W4/02,,,3,,20110201,Abandoned Coalbed Methane-Coals Only,421.29,551,PRIMARY,,883.1,880.1,1777.6,SHUNDA FM,1.2177471,,YES,BWL,AB3,Calgary/Edmonton,0,31.449055,0,20210727,0,5,19750923,968.7,0.22,,6.71,0.11,,0.53,0.04,0.02,,0,0,,,,,,0054759,11,0,,0.2,7.0629334,,0,30715,605,42210,33209,119070,1190,120260,44681,41605,675,45356,425027,11495
WAINWRIGHT,DEVELOPMENT,Vertical,,,,19750910,711.7,0,1D0/11-10-045-06W4/02,,,,,,Abandoned,468.7,228.7,PRIMARY,,,,625.1,MANNVILLE GRP,,,,BWL,AB4,Medicine Hat,,,,20081010,,,19750913,694.3,,,,,,,,,,,,,,,,,0054856,10,,,,,,,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
WAINWRIGHT,DEVELOPMENT,Vertical,,,,19750910,711.7,0,1D0/11-10-045-06W4/00,,,,,,Abandoned Zone,468.7,228.7,PRIMARY,,,,625.1,MANNVILLE GRP,,,,BWL,AB4,Medicine Hat,,,,20081010,,,19750913,694.3,,,,,,,,,,,,,,,,,0054856,10,,,,,,,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
SWALWELL,DEVELOPMENT,Vertical,,SWALWELL COMMINGLED MFP9501,,19750926,966.2,0,100/10-21-029-25W4/00,,,8,,20140701,Abandoned Gas,329.27,595.5,PRIMARY,,821.7,813.8,919.62,LEA PARK FM,27317.312,LOWER EDMONTON A,YES,BWL,AB3,Calgary/Edmonton,0,2725.375,0,20201221,0,433.3,19750930,920.8,248.72,,1.7,3.8,,3.45,43.3,0.85,0.19,349.0845,0,,,,,,0055116,5,55.5,,4429.2,156415.72,0.42,0,3437,666,4303,3845,6889,2038,8927,3977,3637,803,4780,32145,866
WAINWRIGHT,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,INJECTION,19750929,660.8,0,1B0/10-04-046-06W4/00,,,7,20040401,19850101,Abandoned Water Injection,483.3,190.9,WATER FLOOD,Waterflood,645.6,638.3,594.7,MANNVILLE GRP,18946.621,SPARKY Z,YES,BWL,AB4,Medicine Hat,0,22865.35,13570.267,20070918,2157.5,3635.3,19751002,671.2,3.32,31.33,17.95,55.93,2.75,6.49,31.9,12.39,,0,388588.56,0,,3,4046,24,0055132,3,0,0,883,31182.852,,2444148.5,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
WAINWRIGHT,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,INJECTION,19751022,648.3,0,1B0/03-30-045-05W4/00,,,6,20000401,,Abandoned Water Injection,456.7,182.5,WATER FLOOD,Waterflood,623.6,617.2,568.5,MANNVILLE GRP,0,SPARKY Z,,BWL,AB4,Medicine Hat,0,0,0,20220831,0,0,19751024,635.8,,,,,,,,,,0,106656.8,0,,3,4046,24,0055288,7,0,0,0,0,,670851.06,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
WAINWRIGHT,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,INJECTION,19751012,645,0,1B0/14-30-045-05W4/00,,,2,20010401,,Abandoned Water Injection,467.4,175.7,WATER FLOOD,Waterflood,632.8,630.9,624.2,SPARKY MBR,0,SPARKY Z,,BWL,AB4,Medicine Hat,0,0,0,20220830,0,0,19751014,640.1,,,,,,,,,,0,361930,0,,3,4046,24,0055291,5,0,0,0,0,,2276471.2,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
GLEICHEN,NEW POOL WILDCAT,Vertical,,GLEICHEN COMMINGLED MFP9501,,19751121,1528.6,0,100/07-15-022-21W4/00,,,684,,20211201,Abandoned Gas,399.9,562,PRIMARY,,878.1,194.2,1516.1,PEKISKO FM,48743.414,EDMONTON A,YES,BWL,AB3,Calgary/Edmonton,0,145.29463,0,20220115,0,23.1,19751207,958,,,,,,,,,,1.2579621,0,,,,,,0055455,17,0.2,,8005.3,282704.5,,0,1369,1,1456,1445,5830,2,5832,1534,1455,1,1535,3227,87
WAINWRIGHT,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 001,,19751107,716,0,1A0/07-24-046-06W4/00,,,1,,19880301,Abandoned Crude Oil,460.3,231.9,PRIMARY,,657.1,656.5,692.5,LLOYDMINSTER MBR,9446.108,COLONY A2A,,BWL,AB4,Medicine Hat,0,59019.18,8057.8765,20220830,1281.1,9383.3,19751109,689.2,5.71,19.3,38.36,14.94,3.59,65.66,20.28,6.17,,0,0,,16,2,3472,31,0055716,3,0,,228,8051.744,,0,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
WAINWRIGHT,DEVELOPMENT,Vertical,,WAINWRIGHT UPPER MANNVILLE C,,19751122,693.4,0,1B0/06-26-046-06W4/00,,,1,,19850801,Abandoned Crude Oil,460.3,206.9,PRIMARY,,659.9,659.3,659.3,LLOYDMINSTER MBR,620.5228,UPPER MANNVILLE C,,BWL,AB4,Medicine Hat,0,370.46985,611.9986,20211126,97.3,58.9,19751125,663.9,2.47,10.32,2.24,0.12,2.02,2.09,10.75,2.04,,0,0,,1,4,4507,29,0055868,6,0,,1.4,49.440533,,0,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
WAINWRIGHT,DEVELOPMENT SERVICE,Vertical,,,,19751215,726.9,0,1B2/08-30-045-05W4/00,,,,,19871101,Abandoned,465.9,180.6,PRIMARY,,,,,,0,,,BWL,AB4,Medicine Hat,0,1086966.8,0,20210816,0,172813.9,19751230,643.1,,,,,,340.94,0,0,,0,0,,,,,,0056019,,0,,0,0,,0,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
WAINWRIGHT,DEVELOPMENT,Vertical,,,,19760103,719,0,1D0/07-08-045-06W4/02,,,,,,Abandoned,485.4,235.1,PRIMARY,,,,655,MANNVILLE GRP,,,YES,BWL,AB4,Medicine Hat,,,,20210815,,,19760106,717.2,,,,,,,,,,,,,,,,,0056115,3,,,,,,,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
WAINWRIGHT,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,,19760103,719,0,1D0/07-08-045-06W4/00,,,2,,19870801,Abandoned Zone Crude Oil,485.4,235.1,WATER FLOOD,Waterflood,699.2,697.1,655,MANNVILLE GRP,110062.44,SPARKY Z,YES,BWL,AB4,Medicine Hat,0,404872.6,108353.94,20210815,17226.9,64369.6,19760106,717.2,8.34,22.75,19.69,1.23,1.37,163.3,24.19,1.58,,0,0,,,3,4046,24,0056115,3,0,,280.6,9909.296,,0,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
HOTCHKISS,DEVELOPMENT,Vertical,,HOTCHKISS DEBOLT B,,19760105,746.8,0,100/06-06-094-01W6/00,,,1,,19810601,Abandoned Gas,574.06,119,PRIMARY,,694.6,693.4,730.9,SHUNDA FM,45895.67,DEBOLT B,,BWL,AB7,High Level,0,9442.264,0,19960311,0,1501.2,19760110,688.8,661.06,,2.91,17.19,,0.5,113.98,2.96,,0,0,,,,,,0056318,1,0,,7537.8,266194.9,,0,30721,75,32458,33018,43612,183,43795,34809,32383,83,34892,67190,1737
MARKERVILLE,NEWPOOLWILDCATIEW,Vertical,,MARKERVILLE PEKISKO A,,19760106,2316.5,0,100/10-06-036-02W5/00,,,12,,20230701,Flowing Gas,398.7,552.3,PRIMARY,,2265.3,2253.7,2276.9,BANFF FM,1956414.9,PEKISKO A,YES,BWL,AB2,Calgary/Edmonton,0,31752.852,0,,0,5048.3,19760123,947,4378.61,,1.07,77.04,,2.52,761.26,14.23,0.95,11161.27,0,,,,,,0056372,1,1774.5,,319484,11282471,6.32,0,4460,28,4937,4986,7661,47,7708,5486,4909,31,5517,19502,477
WAINWRIGHT,NEW POOL WILDCAT,Vertical,,WAINWRIGHT COMMINGLED MFP9509,,19760110,723.3,0,100/11-34-044-06W4/00,,,3,,20051001,Abandoned Gas,477.2,230.5,PRIMARY,,607.2,604.7,646.8,MANNVILLE GRP,48811.24,COLORADO A,YES,BWL,AB4,Medicine Hat,0,6223.1387,218.25644,20201213,34.7,989.4,19760113,704.7,58.05,0.13,0.07,3.45,1.14,4.95,10.14,1.73,,0,0,,32,2,3122,30,0056435,1,0,,7980.8,281839.28,,0,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
MEDICINE HAT,DEVELOPMENT,Vertical,,MEDICINE HAT COMMINGLED MFP9501,,19760128,483.1,0,100/14-29-015-02W4/00,,,41,,20020601,Abandoned Gas,536.2,267.6,PRIMARY,,457.8,417,368.8,MILK RIVER FM,56933.332,BELLY RIVER OO,YES,BWL,AB3,Medicine Hat,0,301.91092,0,20021101,0,48,19760129,800.4,240.83,,0.61,3.25,,0.24,41.52,0.56,,0,0,,,,,,0056648,8,0,,9350.6,330213.3,,0,137721,543,165155,144990,274778,2851,277629,173272,164612,597,173869,999918,27434
HAIRY HILL,DEVELOPMENT,Vertical,,HAIRY HILL UPPER MANNVILLE E,,19760229,740.7,0,100/10-26-055-13W4/00,,,1,,19800501,Abandoned Zone Gas,402.4,221.2,PRIMARY,,592.2,591.3,691.9,WOODBEND GRP,78673.164,UPPER MANNVILLE E,YES,BWL,AB5,Lloydminster,0,149.06851,0,19981203,0,23.7,19760303,620.3,954.67,,0.18,67.79,,0.08,164.6,11.69,,0,0,,,,,,0057049,9,0,,12921.1,456304.34,,0,5680,,5922,5977,8776,,8776,6227,5922,,6227,9085,242
HAIRY HILL,DEVELOPMENT,Vertical,,,,19760229,740.7,0,100/10-26-055-13W4/02,,,,,,Abandoned Zone,402.4,221.2,PRIMARY,,,,691.9,WOODBEND GRP,,,YES,BWL,AB5,Lloydminster,,,,19981203,,,19760303,620.3,,,,,,,,,,,,,,,,,0057049,9,,,,,,,5680,,5922,5977,8776,,8776,6227,5922,,6227,9085,242
HAIRY HILL,DEVELOPMENT,Vertical,,HAIRY HILL VIKING K,,19760229,740.7,0,100/10-26-055-13W4/03,,,4,,19830901,Abandoned Crude Oil,402.4,221.2,PRIMARY,,486.4,482.3,691.9,WOODBEND GRP,543.63055,VIKING K,YES,BWL,AB5,Lloydminster,0,94.34716,244.67365,19981203,38.9,15,19760303,620.3,67.01,9.46,3.65,57.8,8.16,3.14,21.01,18.13,,0,0,,3,2,4519,22,0057049,9,0,,49.1,1733.9502,,0,5680,,5922,5977,8776,,8776,6227,5922,,6227,9085,242
TWEEDIE,DEVELOPMENT,Vertical,,TWEEDIE GRAND RAPIDS V,,19760228,499.9,0,100/06-09-069-12W4/00,,,1,,19800601,Abandoned Gas,465.1,121.9,PRIMARY,,296.9,295.7,464.8,IRETON FM,8536.407,GRAND RAPIDS V,,BWL,AB6,Lloydminster,0,24.530262,0,19990316,0,3.9,19760301,583.7,68.97,,0.04,34.59,,0.02,11.89,5.96,,0,0,,,,,,0057270,3,0,,1402,49511.164,,0,9534,,9780,10035,14291,,14291,10289,9780,,10289,9127,246
PROVOST,DEEPER-POOLTEST,Vertical,,PROVOST COMMINGLED MFP9515,,19760516,842.8,0,100/06-14-038-03W4/00,,,101,,20160101,Abandoned Zone Gas,377,309.4,PRIMARY,,765.2,664.5,815,LOWER MANNVILLE FM,88644.76,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,991.2742,21.385357,20190113,3.4,157.6,19760519,682.8,319.82,0.07,0.82,31.59,0.12,0.49,55.21,5.57,,0,0,,,2,,,0057405,3,0,,14555.3,514015.56,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEEPER-POOLTEST,Vertical,,PROVOST COMMINGLED MFP9515,,19760516,842.8,0,100/06-14-038-03W4/02,,,5,,20151101,Abandoned Crude Oil,377,309.4,PRIMARY,,765.2,760.5,815,LOWER MANNVILLE FM,1150.0725,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,386.82336,435.2549,20190113,69.2,61.5,19760519,682.8,50.3,4.65,6.77,41.29,4.14,2.13,13.32,11.26,,0,0,,,2,,,0057405,3,0,,117.4,4145.942,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,,PROVOST COMMINGLED MFP9515,,19760504,853.4,0,100/06-12-038-03W4/00,,,2,,20150101,Abandoned Gas,378.5,315.2,PRIMARY,,677,674.8,832.1,LOWER MANNVILLE FM,77413.96,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,756.66425,0,20190122,0,120.3,19760508,690.1,430.53,,0.97,6.41,,0.85,74.5,1.16,0.05,36.480904,0,,,2,,,0057439,1,5.8,,12708.3,448789.38,0.27,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
CAROLINE,DEVELOPMENT,Vertical,,CAROLINE COMMINGLED POOL 003,,19760604,2699.9,0,100/16-09-035-06W5/00,,,8,,19900501,Abandoned Crude Oil,92.87,1090.9,PRIMARY,,2655.7,2647.5,2647.5,VIKING SANDSTONE,91096.23,FIRST WHITE SPECKS A,YES,BWL,AB2,Calgary/Edmonton,0,120.13538,43222.32,20000218,6871.8,19.1,19760701,1179.9,313.04,19.34,1.29,30.63,1.08,1.94,73.31,6.36,,0,0,,11839,3,22007,89,0058349,4,0,,7862.7,277668.62,,0,49703,7399,54193,77126,113917,16490,130407,74333,46794,8350,82683,186475,4490
WAINWRIGHT,NEW POOL WILDCAT,Vertical,,WAINWRIGHT COMMINGLED MFP9509,,19760605,707.1,0,100/07-04-045-06W4/00,,,2,,20190501,Abandoned Gas,480.4,224.9,PRIMARY,,601.7,599.8,640.4,MANNVILLE GRP,73921.195,COLORADO A,YES,BWL,AB4,Medicine Hat,0,890.6372,104.41086,20201021,16.6,141.6,19760607,702.3,188.9,0.17,0.1,16.89,0.27,0.51,32.74,3.18,,0,0,,32,2,3122,30,0058515,1,0,,12123.5,428137.38,,0,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
PROVOST,DEEPER-POOLTEST,Vertical,,PROVOST LOWER MANNVILLE SS,,19760615,1100.3,0,100/11-01-037-09W4/00,,,1,,19930701,Abandoned Zone Gas,348.3,494.5,PRIMARY,,1054.2,1053.5,1089.4,WINTERBURN GRP,166908.08,LOWER MANNVILLE SS,,BWL,AB4,Medicine Hat,0,33073.082,0,19930723,0,5258.2,19760620,838.8,1272.27,,20.05,72.93,,14.19,219.36,12.57,,0,0,,,,,,0058620,2,0,,27412.6,968066.8,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEEPER-POOLTEST,Vertical,,PROVOST COMMINGLED MFP9515,,19760615,1100.3,0,100/11-01-037-09W4/02,,,1,,19890801,Abandoned Gas,348.3,494.5,PRIMARY,,918,917,1089.4,WINTERBURN GRP,245.98492,BELLY RIVER DD,,BWL,AB4,Medicine Hat,0,0,0,19930723,0,0,19760620,838.8,14.01,,,0.5,,,2.42,0.09,,0,0,,,2,,,0058620,2,0,,40.4,1426.7125,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
TWEEDIE,DEVELOPMENT,Vertical,,TWEEDIE COMMINGLED POOL 004,,19760830,481.3,0,100/11-36-067-13W4/00,,,1,,19960101,Abandoned Gas,481.25,108.9,PRIMARY,,474,472.7,480.1,GROSMONT FM,52562.23,GRAND RAPIDS H,,BWL,AB6,Lloydminster,0,3679.5393,0,19970724,0,585,19760902,587.7,320.03,,0.05,2.73,,8.19,55.18,0.47,,0,0,,,,,,0059093,2,0,,8632.7,304860.94,,0,9534,,9780,10035,14291,,14291,10289,9780,,10289,9127,246
VIKING-KINSELLA,DEVELOPMENT,Vertical,,VIKING-KINSELLA D-2 D,,19760727,797.1,0,100/10-34-049-12W4/00,,,6,,19910401,Abandoned Gas,440.9,233.6,PRIMARY,,744.9,738.8,768.1,WOODBEND GRP,363925.56,D-2 D,,BWL,AB4,Medicine Hat,0,16222.051,0,19940626,0,2579.1,19760729,670.9,305.77,,1.69,129.24,,44.03,52.72,22.28,,0,0,,,,,,0059155,2,0,,59770.3,2110768.2,,0,54202,881,56399,57069,71108,1995,73103,58436,55518,935,59371,81016,2197
WAINWRIGHT,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED MFP9509,,19760808,716.3,0,100/11-33-044-06W4/00,,,2,,20040301,Abandoned Gas,470.33,231,PRIMARY,,604.4,602.6,643.7,MANNVILLE GRP,59973.13,COLORADO A,YES,BWL,AB4,Medicine Hat,0,597.53204,85.54143,20040321,13.6,95,19760811,698.3,59.94,0.2,0.1,17.97,0.15,0.51,10.53,3.25,,0,0,,32,2,3122,30,0059178,2,0,,9835.8,347348,,0,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
WAINWRIGHT,DEVELOPMENT,Vertical,,WAINWRIGHT COMMINGLED POOL 003,,19760804,709.6,0,100/11-04-045-06W4/00,,,3,,20080601,Abandoned Crude Oil,479.9,228.2,PRIMARY,Waterflood,690.1,687,681.56,SPARKY MBR,71461.88,SPARKY Z,YES,BWL,AB4,Medicine Hat,0,43802.87,66401.53,20171027,10557,6964.1,19760806,705,3.95,17.52,5.98,2.29,3.21,5.88,18.2,3.6,,0,0,,,3,4046,24,0059227,2,0,,831.1,29350.02,,0,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
PROVOST,DEVELOPMENT,Vertical,,PROVOST MANNVILLE X,,19760808,928.1,0,100/06-01-036-03W4/00,,,4,,19821001,Abandoned Zone Gas,365.2,397.1,PRIMARY,,821.1,816.9,908.7,DINA MBR,47998.152,MANNVILLE X,YES,BWL,AB4,Medicine Hat,0,47.802563,1.2579621,,0.2,7.6,19760811,758.3,1836.34,0.01,0.06,9.6,0.04,0.04,316.62,1.7,,0,0,,,,,,0059569,4,0,,7882.9,278382,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,,PROVOST COMMINGLED MFP9515,,19760808,928.1,0,100/06-01-036-03W4/02,,,4,,20230701,Pumping Gas,365.2,397.1,PRIMARY,,760.7,756.8,908.7,DINA MBR,91766.4,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,367.95392,0.62898105,,0.1,58.5,19760811,758.3,98.8,0.02,0.08,19.19,0.02,1.57,17.06,3.33,,0,0,,,2,,,0059569,4,0,,15071.4,532241.44,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,NEW POOL WILDCAT,Vertical,,PROVOST LOWER MANNVILLE GG,,19760808,832.7,0,100/07-31-041-09W4/00,,,2,,19821101,Abandoned Zone Gas,390.7,282.9,PRIMARY,,809.5,807.7,805.42,CUMMINGS MBR,102923.984,LOWER MANNVILLE GG,,BWL,AB4,Medicine Hat,0,58.49524,0,19930722,0,9.3,19760812,670.6,846.88,,0.04,44.55,,0.02,146.01,7.68,,0,0,,,,,,0059589,5,0,,16904,596959.1,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,NEW POOL WILDCAT,Vertical,,,,19760808,832.7,0,100/07-31-041-09W4/03,,,,,,Abandoned,390.7,282.9,PRIMARY,,,,805.42,CUMMINGS MBR,,,,BWL,AB4,Medicine Hat,,,,19930722,,,19760812,670.6,,,,,,,,,,,,,,,,,0059589,5,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,NEW POOL WILDCAT,Vertical,,PROVOST UPPER MANNVILLE Q2Q,,19760808,832.7,0,100/07-31-041-09W4/02,,,1,,19810801,Abandoned Zone Gas,390.7,282.9,PRIMARY,,719,718.4,805.42,CUMMINGS MBR,607.6558,UPPER MANNVILLE Q2Q,,BWL,AB4,Medicine Hat,0,0,0,19930722,0,0,19760812,670.6,45.4,,,3.26,,,7.83,0.56,,0,0,,,,,,0059589,5,0,,99.8,3524.4038,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,,PROVOST COMMINGLED MFP9515,,19760816,826,0,100/10-07-039-09W4/00,,,3,,19960501,Abandoned Gas,383.74,360,PRIMARY,,788.2,785.2,801.9,HAMILTON LAKE MBR,152387.55,BELLY RIVER DD,,BWL,AB4,Medicine Hat,0,1166.7599,0,19960802,0,185.5,19760819,739.7,753.21,,0.21,45.95,,0.08,230.74,8.48,0.56,34.59396,0,,,2,,,0059674,1,5.5,,25022.1,883647.1,100.88,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
BEAVERHILL LAKE,DEEPER-POOLTESTIEW,Vertical,,BEAVERHILL LAKE COMMINGLED MFP9509,,19760830,1023.2,0,100/06-25-050-18W4/00,,,2,,19820901,Abandoned Gas,333.63,345.5,PRIMARY,,764.4,762.9,999.4,WINTERBURN GRP,22262.854,LOWER VIKING A,,BWL,AB5,Calgary/Edmonton,0,3.7738864,0,19990603,0,0.6,19760902,674.8,332.24,,0.07,15.47,,0.06,57.28,2.67,,0,0,,,,,,0059865,3,0,,3656.4,129124.55,,0,6771,2,7039,7144,9262,3,9265,7422,7037,2,7424,10085,268
SEDALIA,DEEPER-POOLTESTIEW,Vertical,,SEDALIA VIKING B,,19760828,944.9,0,100/06-03-031-04W4/00,,,3,,20180701,Abandoned Gas,390.4,348.4,PRIMARY,,760.4,757.7,934.5,STETTLER FM,106294.1,VIKING B,YES,BWL,AB3,Medicine Hat,0,6949.612,0,20210205,0,1104.9,19760901,734.9,99.74,,3.39,9.06,,1.94,17.2,1.56,,0,0,,,,,,0059895,6,0,,17457.5,616505.8,,0,6740,110,7100,7140,11487,177,11664,7405,6990,115,7520,13378,360
BRUCE,DEVELOPMENT,Vertical,,BRUCE COMMINGLED POOL 002,,19760919,916.5,0,100/11-34-047-14W4/02,,,1,,19810101,Abandoned Gas,376.56,316.8,PRIMARY,,214,213.1,899.5,WABAMUN GRP,315.3965,BELLY RIVER C,,BWL,AB5,Medicine Hat,0,12.579621,0,20040725,0,2,19760923,689.8,11.34,,0.09,3.34,,0.06,1.96,0.58,,0,0,,,,,,0060179,4,0,,51.8,1829.2997,,0,12698,20,13356,13385,25235,32,25267,14045,13336,21,14066,24411,658
BRUCE,DEVELOPMENT,Vertical,,BRUCE ELLERSLIE LL,,19760919,916.5,0,100/11-34-047-14W4/00,,,1,,19801201,Abandoned Zone Gas,376.56,316.8,PRIMARY,,851.6,850.7,899.5,WABAMUN GRP,20251.744,ELLERSLIE LL,,BWL,AB5,Medicine Hat,0,11.321659,0,20040725,0,1.8,19760923,689.8,646.43,,0.05,151.66,,0.03,111.45,26.15,,0,0,,,,,,0060179,4,0,,3326.1,117460.11,,0,12698,20,13356,13385,25235,32,25267,14045,13336,21,14066,24411,658
BURNT TIMBER,DEEPER-POOLTESTIEW,Deviated,,BURNT TIMBER WABAMUN A,,19760928,4085.8,4082.57,100/03-34-031-09W5/00,,,57,,20130201,Suspended Gas,,,PRIMARY,,3897,3839.7,4027.9,NISKU FM,1205766.4,WABAMUN A,,BWL,AB1,Drayton Valley/Grande Prairie,0,32370.512,0,,0,5146.5,19770130,1637.4,2130.8,,4.95,280.28,,5.52,367.38,48.32,,0,0,,,,,,0060191,8,0,,198032.3,6993444.5,,0,16682,,17743,22564,28946,,28946,24026,17743,,24026,41689,1061
